Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3.0,51.0,3.0,89.0,6.0,154.5,0.0,0.02,0.0,0.8,May,1.0,1.0,7.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,33.2,0.133333333,0.166666667,0.0,0.0,Aug,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,2.0,26.0,90.0,4875.609432,0.01978022,0.044796184,0.0,0.0,Nov,2.0,2.0,7.0,1.0,Returning_Visitor,False,True
8.0,237.8326007,0.0,0.0,84.0,2759.135058,0.005681818,0.02926548,4.477838682,0.0,June,1.0,1.0,2.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,27.0,0.066666667,0.133333333,0.0,0.0,Mar,2.0,2.0,1.0,13.0,Returning_Visitor,False,False
24.0,468.100663,6.0,191.8666667,189.0,3428.527381,0.018642295,0.043830926,0.870148477,0.0,June,2.0,2.0,2.0,1.0,Returning_Visitor,False,False
3.0,23.2,0.0,0.0,24.0,809.4333333,0.0128,0.021333333,0.0,0.0,Aug,3.0,2.0,1.0,3.0,Returning_Visitor,True,False
3.0,81.0,1.0,0.0,28.0,499.6666667,0.0,0.022222222,0.0,0.0,Mar,2.0,6.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,797.84,0.0,0.018181818,0.0,0.0,Aug,2.0,2.0,3.0,4.0,Returning_Visitor,False,False
7.0,441.8333333,3.0,102.5,231.0,9230.890838,0.006458333,0.021838687,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
2.0,32.0,1.0,70.0,16.0,504.0833333,0.005714286,0.019047619,9.543060317,0.0,Mar,2.0,2.0,3.0,8.0,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,21.0,921.6233333,0.0,0.01,0.0,0.0,Sep,2.0,2.0,1.0,2.0,New_Visitor,False,False
3.0,31.6,0.0,0.0,17.0,372.8,0.013333333,0.026428571,2.3976,0.0,Mar,3.0,2.0,7.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,96.0,0.0,0.1,0.0,0.0,Mar,4.0,1.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,114.0,0.05,0.066666667,0.0,0.8,Feb,3.0,3.0,1.0,3.0,Returning_Visitor,False,False
2.0,58.4,0.0,0.0,24.0,589.8,0.032098765,0.05617284,1.696968944,0.0,Sep,2.0,2.0,1.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,6.0,579.0,0.0,0.033333333,0.0,0.0,Dec,1.0,1.0,7.0,3.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,15.0,242.9166667,0.006666667,0.006666667,0.0,0.0,Nov,3.0,2.0,1.0,11.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,6.0,50.83333333,0.033333333,0.05,0.0,0.0,Nov,1.0,1.0,3.0,2.0,New_Visitor,False,False
11.0,1215.333333,0.0,0.0,26.0,1090.916667,0.014193548,0.033870968,19.55501935,0.0,May,2.0,4.0,7.0,2.0,Returning_Visitor,False,False
4.0,302.5,0.0,0.0,15.0,257.1666667,0.05,0.04875,0.0,0.0,Dec,3.0,2.0,7.0,3.0,Returning_Visitor,False,False
8.0,114.5,0.0,0.0,36.0,513.4,0.004166667,0.035238095,16.09065,0.6,May,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
1.0,23.0,2.0,272.5,30.0,974.2698413,0.006451613,0.007885305,11.47812903,0.0,May,2.0,2.0,4.0,1.0,Returning_Visitor,True,True
8.0,822.6666667,3.0,225.3333333,45.0,1896.966667,0.011764706,0.02745098,7.521155028,0.0,Dec,1.0,1.0,3.0,1.0,Returning_Visitor,False,False
3.0,89.0,0.0,0.0,26.0,655.5357143,0.0,0.0375,0.0,0.0,Nov,2.0,2.0,4.0,1.0,Returning_Visitor,False,False
2.0,115.0,5.0,151.6666667,21.0,2080.75,0.011904762,0.045192308,20.37964966,0.0,May,1.0,1.0,1.0,2.0,Returning_Visitor,False,False
2.0,74.0,0.0,0.0,30.0,1708.083333,0.006666667,0.013333333,16.1892,0.0,May,2.0,2.0,7.0,1.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,59.0,1889.7,0.005747126,0.014203612,0.0,0.6,May,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
6.0,106.18,2.0,115.8,32.0,518.4433333,0.001960784,0.014215686,0.0,0.0,Aug,3.0,2.0,6.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,28.0,728.9791667,0.029761905,0.032959184,0.0,0.0,Nov,1.0,1.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.05,0.0,0.4,May,2.0,2.0,8.0,2.0,Returning_Visitor,False,False
1.0,58.0,0.0,0.0,2.0,7.0,0.0,0.066666667,0.0,0.0,May,3.0,2.0,3.0,19.0,New_Visitor,True,False
3.0,36.0,2.0,763.0,9.0,163.5,0.0,0.014285714,0.0,0.0,Dec,8.0,2.0,1.0,2.0,New_Visitor,False,True
1.0,64.0,0.0,0.0,15.0,188.5,0.0,0.007142857,0.0,0.0,May,2.0,4.0,2.0,2.0,Returning_Visitor,False,False
8.0,318.8012821,3.0,164.0,107.0,4447.110508,0.001169591,0.013146819,0.0,0.0,Nov,2.0,2.0,1.0,3.0,Returning_Visitor,False,True
5.0,262.5,0.0,0.0,45.0,1456.27381,0.0,0.018707483,13.53068367,0.0,May,2.0,2.0,7.0,4.0,Returning_Visitor,False,True
7.0,177.25,0.0,0.0,13.0,297.8333333,0.0,0.021428571,0.0,0.0,Nov,1.0,2.0,3.0,2.0,New_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,321.0,0.033333333,0.085185185,0.0,0.0,Mar,2.0,5.0,5.0,1.0,Returning_Visitor,False,False
3.0,127.5,1.0,46.5,33.0,1440.933333,0.011428571,0.027210884,0.0,0.0,Dec,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2.0,2.0,2.0,13.0,Returning_Visitor,False,False
4.0,240.1666667,0.0,0.0,73.0,2371.371545,0.013333333,0.033805229,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,1952.5,0.066666667,0.122222222,0.0,0.0,Nov,1.0,1.0,2.0,1.0,Returning_Visitor,False,False
,,,,,,,,,,,,,,,,,False
10.0,170.9263566,0.0,0.0,282.0,4339.924841,0.002040816,0.011461095,2.395283135,0.0,Sep,2.0,2.0,4.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,72.0,0.0,0.0,35.34967016,0.0,Sep,3.0,2.0,3.0,2.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,24.0,854.3333333,0.0,0.008333333,0.0,0.0,Mar,4.0,1.0,1.0,10.0,Returning_Visitor,False,False
2.0,13.0,0.0,0.0,23.0,441.0,0.066666667,0.101449275,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,720.5,0.16,0.18,0.0,0.0,Nov,3.0,2.0,2.0,13.0,Returning_Visitor,False,False
4.0,57.5,0.0,0.0,27.0,608.4,0.014814815,0.016722783,7.108148148,0.0,May,2.0,2.0,3.0,13.0,Returning_Visitor,False,False
7.0,67.0,2.0,725.5,101.0,4713.8,0.009444444,0.010481956,20.62474136,0.0,May,1.0,1.0,6.0,3.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,46.0,2425.083333,0.010869565,0.027681159,0.0,0.6,May,1.0,1.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,58.0,1590.42,0.010344828,0.021551724,1.023391581,0.0,Jul,3.0,2.0,8.0,4.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,395.0,0.0,0.066666667,0.0,0.0,Feb,1.0,1.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.1,0.0,0.0,Dec,1.0,1.0,3.0,2.0,Returning_Visitor,True,False
,,,,,,,,,,,,,,,,,False
1.0,10.0,0.0,0.0,23.0,660.8166667,0.0,0.025,0.0,0.0,Mar,2.0,4.0,1.0,3.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,63.0,1361.203175,0.0,0.014761905,0.0,0.0,Nov,2.0,2.0,7.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,599.6133333,0.0,0.020833333,0.0,0.0,Nov,2.0,2.0,4.0,20.0,Returning_Visitor,True,False
13.0,331.9833333,5.0,128.0,202.0,8217.678753,0.001904762,0.013668745,3.651726351,0.0,Nov,2.0,2.0,3.0,10.0,Returning_Visitor,True,True
,,,,,,,,,,,,,,,,,False
0.0,0.0,0.0,0.0,10.0,109.1666667,0.0,0.016666667,0.0,0.0,Nov,3.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,185.5,0.016666667,0.05,0.0,0.0,Dec,2.0,2.0,3.0,8.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,24.5,0.0,0.1,0.0,0.0,Dec,3.0,2.0,2.0,11.0,Other,False,False
0.0,0.0,1.0,81.0,82.0,3214.020563,0.0,0.007723577,4.667079268,0.0,Mar,3.0,3.0,2.0,10.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,9.0,368.5,0.0,0.008333333,0.0,0.0,May,2.0,2.0,4.0,1.0,Returning_Visitor,False,False
